adresse,commune,lat_t,lon_t
Allée Sergueï Paradjanov (Villeurbanne),Villeurbanne,,
Impasse Flesselles (Lyon 1er Arrondissement),Lyon 1er,,
"Au droit du n°26, Rue des Aqueducs (LYON 5)",Lyon 5ème,,
Route du Mas Rillier (Rillieux-la-Pape),Rillieux la Pape,,
Boulevard de l'Université (Bron),Bron,,
"Au droit du n°8, Rue François Génin (LYON 5)",Lyon 5ème,,
"Au droit du n°12, Rue François Génin (LYON 5)",Lyon 5ème,,
"Place Bénédicte Teissier, au carrefour Avenue du Point du Jour / Rue François Génin",Lyon 5ème,,
à côté  32 Cours André Philip (Villeurbanne) à proximité Rue Gabriel Péri (Villeurbanne),Villeurbanne,,
"Au droit du n°50, Avenue du Point du Jour (LYON 5)",Lyon 5ème,,
"Au droit du n°8, Rue des Aqueducs (LYON 5)",Lyon 5ème,,
5 Rue Edouard Idoux (Givors),Givors,,
161 Avenue Thiers (Lyon 6ème Arrondissement) ,Lyon 6ème,,
Place Edgar Quinet et Rue Vendôme entre la Place Edgar Quinet et Rue Vauban sur la commune de (Lyon 6ème Arrondissement),Lyon 6ème,,
17 Chemin de Chantegrillet (Sainte-Foy-lès-Lyon),Sainte Foy les Lyon,,
"372 - 378 Route de Genas (Bron, Vaulx-en-Velin)",Bron,,
Du 135 Rue Trarieux (Lyon 3ème Arrondissement),Lyon 3ème,,
Du 41 au 43 Rue Jean Mermoz (MEYZIEU),Meyzieu,,
20 Rue des Razes (Feyzin),Feyzin,,
Du 9 au 9BIS Rue des Razes (Feyzin),Feyzin,,
Du 3 au 5 Rue des Razes (Feyzin),Feyzin,,
Quai Paul Sédallian (Lyon 9e Arrondissement),Lyon 9ème,,
à côté 3 Rue Bossuet (Neuville-sur-Saône),Neuville sur Saone,,
En face Du 35 Rue de Paris (La Tour-de-Salvagny),La Tour de Salvagny,,
Nord du 2 Rue Charlotte Delbo angle Rue Léon Blum côté pairs (Villeurbanne),Villeurbanne,,
Du 22 au 24 Rue de Tourvielle (Lyon 5ème Arrondissement),Lyon 5ème,,
Face au 58b Rue Coste (Caluire-et-Cuire),Caluire et Cuire,,
"Rue Jean Jaurès, Place Jean Jaurès, Rue André Mayer, Rue du 11 Novembre et Place de l'Ancienne Mairie (Grigny)   ",Grigny,,
Rue de Bonnel entre le quai Augagneur et la rue Garibaldi à (Lyon 3e Arrondissement),Lyon 3ème,,
Rue de l'Aube (Lyon 5e Arrondissement),Lyon 5ème,,
"Face au 71, Rue Montgolfier (Lyon 6e Arrondissement)  ",Lyon 6ème,,
"A l’angle Rue Docteur Albéric Pont / Rue Commandant Charcot, au droit du n°2 Rue Docteur Albéric Pont (Lyon 5ème Arrondissement)",Lyon 5ème,,
Carrefour Avenue du Boutarey (Sathonay-Camp),Sathonay Camp,,
"1,8,9 Chemin de Grange Blanche (Corbas)",Corbas,,
Montée de la Rochette (Caluire-et-Cuire),Caluire et Cuire,,
Face au 237 Route de Genas (Villeurbanne),Bron,,
Face au 404 Route de Genas (Bron),Bron,,
2871 Avenue de l'Europe (Rillieux-la-Pape),Rillieux la Pape,,
"Avenue Antoine Dutrievoz, Villeurbanne",Lyon 6ème,,
Face au 20 Ancienne Route Nationale 7 (Dardilly) jusqu' à côté 6A Chemin de la Beffe (Dardilly),Dardilly,,
Rue de Bruxelles (Villeurbanne),Villeurbanne,,
1 au 5 Rue Noel Descormes (Saint-Fons),Saint Fons,,
Angle Avenue Jules Guesde et Rue Marcel Pagnol (Vénissieux),Venissieux,,
18 Rue Paul Painlevé (Caluire-et-Cuire),Caluire et Cuire,,
"Rue des Trois Pierres, entre Rue Creuzet et Avenue Jean Jaurès (Lyon 7e Arrondissement)",Lyon 7ème,,
64 Montée des Soldats (Caluire-et-Cuire),Caluire et Cuire,,
Boulevard de L'Université  (Bron),Bron,,
Au 110 Rue Château Gaillard (Villeurbanne),Villeurbanne,,
59 Avenue du Point du Jour,Lyon 5ème,,
Entre 18 et 20 Rue de la Paix (Bron),Bron,,
Rue de Catalogne (Décines-Charpieu) PI 13746,Decines Charpieu,,
Place Rouville (LYON 1),Lyon 1er,,
Route de Saint Trivier (Montanay),Montanay,,
49 Route de Vienne (Feyzin),Feyzin,,
Rue du Cèdre (Genay),Genay,,
40 avenue du progrès,Chassieu,,
1 Impasse Bizet (Jonage),Jonage,,
- Ensemble de Avenue Général Leclerc (Villeurbanne) - Du 25 Rue Poizat au carrefour avec Avenue Général Leclerc (Villeurbanne) - Du 10 Avenue Paul Krüger au carrefour avec Avenue Général Leclerc (Villeurbanne)  ,Villeurbanne,,
"3 endroits ; 1 ère endroit : Angle Rue de Bourgogne (Lyon 9ème Arrondissement) et Rue de la Gare (Lyon 9ème Arrondissement), 2 ème endroit : Face au 49 Rue de Bourgogne (Lyon 9ème Arrondissement), 3 ème endroit : Face au 60 Rue de Bourgogne (Lyon 9ème Arrondissement)",Lyon 9ème,,
586 Avenue Jean Colomb (Marcy-l'Étoile),Marcy l'Etoile,,
 au 10 Rue des Albatros (Mions),Mions,,
à côté  2 Rue du Putet (Fleurieu-sur-Saône),Fleurieu Sur Saone,,
"Impasse de Belle Etoile, Rue du Sauzai, Chemin de la Belle Etoile (Feyzin) et Chemin Fauré (Saint-Fons)   ",Saint Fons,,
Route des Echets et Route de Sainte Trivier (Cailloux-sur-Fontaines),Cailloux sur Fontaines,,
Rue Michel Servet (VILLEURBANNE),Villeurbanne,,
"Croisement Rue Rey Loras, et Chemin Bressan (Neuville-sur-Saône)",Neuville sur Saone,,
19 Rue des Granges (Lyon 5ème Arrondissement),Lyon 5ème,,
Rue de la Madeleine/Rue Domer (Lyon 7e Arrondissement) PI 1787,Lyon 7ème,,
34 Avenue Maréchal de Saxe (Lyon 6e Arrondissement),Lyon 6ème,,
à côté  161 jusqu'au 153b Rue Marcel Mérieux (Lyon 7ème Arrondissement),Lyon 7ème,,
12 bis Rue de la Paix (Saint-Genis-Laval),Saint Genis Laval,,
20 au 21 Rue Paul Montrochet (Lyon 2ème Arrondissement),Lyon 2ème,,
Intersection Rue Paul Montrochet et Quai Perrache  (Lyon 2e Arrondissement),Lyon 2ème,,
63 Avenue des Frères Lumière (Lyon 8e Arrondissement),Lyon 8ème,,
Face au 33 jusqu'au 35 Rue de la Marne (Bron),Bron,,
 au 2b Rue d'Island (Collonges-au-Mont-d'Or),Collonges au Mont d'Or,,
Rue du Dauphiné  (Corbas)  PI 7043,Corbas,,
"Placette Madeleine, Intersection Rue de la Madeleine et Grande rue de la Guillotière (Lyon 7e Arrondissement)",Lyon 7ème,,
15B à 19 + 26 à 30 Rue Jules Valensaut (Lyon 8e Arrondissement),Lyon 8ème,,
 Avenue Rockefeller (Lyon 8e Arrondissement) -au niveau du numéro 79 mais sur trottoir opposé,Lyon 8ème,,
Avenue Paul Santy « Stade Vuillermet » (Lyon 8e Arrondissement),Lyon 8ème,,
Au 34 rue du 4 Aout 1789 et au 63 cours Tolstoi 69100 Villeurbanne,Villeurbanne,,
Rue Victor Schoelcher (Lyon 9e Arrondissement),Lyon 9ème,,
Voie sans dénomination (Lyon 9e Arrondissement),Lyon 9ème,,
Quai Jayr	(Lyon 9e Arrondissement),Lyon 9ème,,
rue des Jonchères  Ch. du Grand Rieu ,Genay,,
Place Edgar Quinet / Face au 30 Avenue Marechal de Saxe (Lyon 6e Arrondissement),Lyon 6ème,,
Boulevard Anatole France (Lyon 6e Arrondissement),Lyon 6ème,,
90 Rue d'Inkermann (Lyon 6ème Arrondissement),Lyon 6ème,,
"Place des Tapis, Boulevard de la Croix-Rousse (Lyon 4e Arrondissement)",Lyon 4ème,,
"Rue Feuillat, Rue Félix Voix Privé, Rue Domrémy, et Avenue Lacassagne (Lyon 3e Arrondissement) ",Lyon 3ème,,
"du 3 au 16 Avenue Pierre Millon, et au 235 Avenue Général Frère (Lyon 8e Arrondissement) ",Lyon 8ème,,
15 Cours Richard Vitton (Lyon 3ème Arrondissement),Lyon 3ème,,
Rue du Château d'Eau (Saint-Genis-les-Ollières),Saint Genis Les Ollieres,,
8 Rue Tissot (Lyon 9e Arrondissement),Lyon 9ème,,
74 Boulevard Emile Zola (Oullins),Oullins,,
"Angle Place André Latarjet, et Avenue Jean Mermoz (Lyon 8ème Arrondissement)",Lyon 8ème,,
169 Rue Jean Voillot (Villeurbanne),Villeurbanne,,
24 Rue Ampère (Saint-Fons),Saint Fons,,
2 Rue du Canal (Vaulx-en-Velin),Vaulx en Velin,,
Route Départementale 95 (Vénissieux),Venissieux,,
17 Avenue Ferdinand Buisson (Bron),Bron,,
Rue André Philippe et  Rue Verlet-Hanus (entre Rue Etienne Dolet et Rue Verlet Hanus) à (Lyon 3e Arrondissement) ,Lyon 3ème,,
"Du carrefour PontGénéral Koening / Quai Chauveau en passant par le Quai Pierre Scize, Quai de Bondy, Quai Romain Rolland, Quai Fulchiron jusqu'au Pont Kitchener-Marchand, -Du 2 Rue Octavio Mey au Pont La Feuillée, -Carrefour : Quai Romain Rolland / Pont Alphone Juin (Lyon 9e Arrondissement, Lyon 5e Arrondissement) ",Lyon 5ème,,
3 Place Edgar Quinet (Lyon 6e Arrondissement),Lyon 6ème,,
"à proximité de l'accés au site SNCF, au dessus du tunnel Rue de Bonnel (Lyon 3e Arrondissement) PI 9199",Lyon 3ème,,
Place Edgar Quinet (Lyon 6e Arrondissement),Lyon 6ème,,
(Collège Victor Grignard) Avenue Paul Santy (Lyon 8ème Arrondissement),Lyon 8ème,,
du 120 au 651 chemin de Four,Cailloux sur Fontaines,,
Face au 364 jusqu'entre 359 et 377 Chemin de Corcelles (Vernaison),Charly,,
Avenue Jean-François Raclet (Lyon 7e Arrondissement),Lyon 7ème,,
Rue Jean Macé (Corbas) PI 8661,Corbas,,
RUE TROUILHET,Lyon 8ème,,
au 2 Rue de Fontbonne (La Tour-de-Salvagny),La Tour de Salvagny,,
62 Voie Romaine (Craponne),Craponne,,
 à côté 270 Route de Genas (Bron) jusqu'à côté 2b Rue de la Perle (Bron) au 266 Route de Genas (Bron),Bron,,
au 92 Avenue Maréchal de Saxe (Lyon 3ème Arrondissement),Lyon 3ème,,
Avenue du 8 Mai 1945 (Bron),Bron,,
Place du Port Neuville correspondant du 20 B au 27 quai Saint Vincent,Lyon 1er,,
Rue Etienne Dolet (entre Rue Clos Suiphon et Rue André Philippe) à LYON 3,Lyon 3ème,,
Rue Gasparin (Lyon 2ème Arrondissement),Lyon 2ème,,
42 Boulevard Eugène Deruelle (Lyon 3e Arrondissement),Lyon 3ème,,
"Avenue Jean Mermoz, entre Boulevard Ambroise Paré à l'ouest et Boulevard Pinel à l'est (Lyon 8e Arrondissement)",Lyon 8ème,,
11 Montée Saint Sébastien (Lyon 1er Arrondissement),Lyon 1er,,
continuité travaux LYVIA 202502749,Caluire et Cuire,,
"à côté 5 Chemin du Panorama, à proximité Avenue de Verdun (Dardilly)",Dardilly,,
au 15 Avenue Jean Mermoz (Lyon 8ème Arrondissement),Lyon 8ème,,
Du 5 au 7 chemin du favier.,Saint Genis Laval,,
"21 Chemin du Vieux Puits, à environ 20 mètres au Nord de l'angle avec Rue de la Gare (Genay)",Genay,,
face au n°167 Boulevard Pinel (Lyon 8e Arrondissement),Lyon 8ème,,
"du croisement, Avenue des Monts d'Or/ Allée du Levant, jusqu'au Chemin de la Brochetière et Passant Par la Route Départementale 307 (Dardilly et La Tour-de-Salvagny)",Dardilly,,
Rue René Vuillez (Chassieu),Chassieu,,
Face au 6 Rue de la Concorde (Lyon 8ème Arrondissement),Lyon 8ème,,
"Rue des Docks : de la rue Emile Duport à la rue Joannès Carret, Lyon 9e Arrondissement",Lyon 9ème,,
Avenue Tony Garnier : Entre la Rue Antonin Perrin et le Boulevard Jules Carteret (Lyon 7e Arrondissement),Venissieux,,
"Avenue Barthélémy Buyer, Rue de Trion, Rue des Farges, Place des Minimes, Montée du Chemin Neuf,  Rue Tramassac, et Rue Jean Carries (Lyon 5ème Arrondissement)",Lyon 5ème,,
2 Avenue du Pont Pasteur (Lyon 7e Arrondissement),Lyon 7ème,,
27 Avenue Leclerc (Lyon 7e Arrondissement),Lyon 7ème,,
29 Chemin du Bois d'Ars (Limonest),Limonest,,
Rue hélène et Victor Basch (Couzon-au-Mont-d'Or),Couzon Au Mont d'Or,,
Route de Saint André de Corcy (Genay),Genay,,
Route de Trévoux (Genay),Genay,,
Avenue Général Leclerc	(Rillieux-la-Pape),Rillieux la Pape,,
3 Place Edgar Quinet (Lyon 6ème Arrondissement),Lyon 6ème,,
à côté 3 Avenue Beauregard (Décines-Charpieu),Decines Charpieu,,
1 Chemin de la Voutillière (Champagne-au-Mont-d'Or),Champagne au Mont d'Or,,
"Du 33 Rue Saint Mathieu, au 17 Rue Saint Mathieu (Meyzieu)",Meyzieu,,
108 Rue du Perron (Oullins),Oullins,,
35 Avenue de Lauterbourg (Tassin-la-Demi-Lune),Tassin la Demi Lune,,
au 10 Chemin des Pierres Plantées (Charbonnières-les-Bains),Charbonnieres les Bains,,
"Avenue Pierre Mendès France, entre Rue Henry Bordeaux et Rue Louis Braille (Saint-Priest)",Saint Priest,,
Du 11 au 65 Rue Louis Braille (Saint-Priest),Saint Priest,,
"8, Rue des Aqueducs (Lyon 5e Arrondissement)",Lyon 5ème,,
Du 33 Rue Albert Falsan au 18 Rue Charles Porcher (Lyon 9ème Arrondissement),Lyon 9ème,,
3 Rue Charles Martin (Saint-Fons),Saint Fons,,
Rue de Créqui (Lyon 3e Arrondissement),Lyon 3ème,,
Entre 3 et 5 Chemin du Tronchon (Dardilly),Dardilly,,
33 Boulevard des Roses (Saint-Priest),Saint Priest,,
39 Rue du 8 Mai 1945 (Feyzin),Feyzin,,
Ouest du 3 Route du Docteur Jean Long (Feyzin),Feyzin,,
au 3 Rue Auguste Lumière (Caluire-et-Cuire),Caluire et Cuire,,
293BIS Route de Genas (Bron),Bron,,
au niveau Du 259 Avenue Lacassagne (Lyon 3ème Arrondissement),Lyon 3ème,,
5 à Est du 7 + 4 à 8 Chemin Louis Chirpaz (Écully),Ecully,,
Quai Tilsitt (Lyon 2e Arrondissement),Lyon 2ème,,
Rue Frédéric Mistral et Chemin du Pelleru (Caluire-et-Cuire) - HTA BT,Caluire et Cuire,,
 4 Rue des Razes (Feyzin),Feyzin,,
41 Chemin des Saules,Dardilly,,
65 Rue Maryse Bastié (Lyon 8e Arrondissement),Lyon 8ème,,
"Cours Emile Zola, Rue Léon Chomel, Avenue Simone de Beauvoir et Esplanade Agnès Varda (Villeurbanne) ",Villeurbanne,,
Boulevard de la Bataille de Stalingrad côté impairs angle Cours André Philip (Villeurbanne) ,Villeurbanne,,
Rue Franck Serusclat (Saint-Fons) PEI 629,Saint Fons,,
au 4 Rue Mozart (Lissieu),Lissieu,,
au niveau du 39 Cours André Philip (Villeurbanne),Villeurbanne,,
101 Route de Limonest (Lissieu),Lissieu,,
Cours Gambetta	Lyon 7e Arrondissement,Lyon 7ème,,
"Montée de la Boucle (Lyon 4e Arrondissement, Caluire-et-Cuire)",Caluire et Cuire,,
Rue Joseph et Marie-Louise Liauthaud et Rue Henri Wallon (Givors),Givors,,
Impasse du Grand Champ de Rue Centrale à Rue Pierre DUMOND (Craponne) ,Craponne,,
Du 42 au 60 Rue du Bocage et du 11 au 5 Rue Jean Sarrazin (Lyon 8e Arrondissement),Lyon 8ème,,
Avenue de l'Europe (Rillieux-la-Pape),Rillieux la Pape,,
au 92 Rue de Paris (La Tour-de-Salvagny),La Tour de Salvagny,,
Angle Avenue Leclerc et Rue André Bollier (Lyon 7e Arrondissement),Lyon 7ème,,
"Chemin de la Forestière, Angle Chemin de l'Etang  jusqu'au Chemin de la Forestière à proximité Avenue Franklin Roosevelt (Écully)",Ecully,,
du 39 au 74 Route de Vernaison (Irigny),Irigny,,
entre le 30 et 36 rue baraban ,Lyon 3ème,,
Rue d'Auvergne (Saint-Fons),Saint Fons,,
"Quai Saint Antoine : trottoir ouest du quai haut entre les n°20 et 39, quai bas au droit du ponton",Lyon 2ème,,
"Quai Rambaud : au droit du n°32 en quai haut, Lyon 2e Arrondissement",Lyon 2ème,,
Quai Arlès-Dufour (Lyon 2e Arrondissement),Lyon 2ème,,
- Cours André Philip (dans sa totalité) (Villeurbanne) - Rue Francis Pressensé (du Giratoire de Charpennes - Rue des Charmettes au Giratoire Cours de la République et Rue Colin (Villeurbanne),Villeurbanne,,
Rue de la Poulaillerie (LYON 2),Lyon 2ème,,
"Rue de la Poudrette et Rue Pierre Brossolette, entre Avenue des Canuts et Avenue François Mitterrand (Vaulx-en-Velin, Villeurbanne et Bron)",Bron,,
Du 20 au 24 Rue du Tonkin (Villeurbanne),Villeurbanne,,
Face au 5 jusqu'au 4 Rue Jean-Baptiste Fayolle (Craponne),Craponne,,
Face au 675 jusqu'en Face au 705 Rue du Buisson (Fontaines-Saint-Martin),Fontaines Saint Martin,,
Du n° 139 au n°151 Avenue du Casino (La Tour-de-Salvagny),La Tour de Salvagny,,
Lotissement cours Rouget et Rue Mérieux,Rillieux la Pape,,
Du 1 Rue Bellevue au 39 Chemin du Coulouvrier à (Champagne-au-Mont-d'Or),Champagne au Mont d'Or,,
"- Angle Rue Bichat e Quai Rambaud (Lyon 2e Arrondissement) - Angle Rue Claudius Collonge et Rue Bichat (Lyon 2e Arrondissement) - Trottoir Nord devant sortie Pompier, Rue Bichat (Lyon 2e Arrondissement) - Devant 25 Rue Clauius Collonge (Lyon 2e Arrondissement)",Lyon 2ème,,
65 Boulevard Yves Farge (Lyon 7ème Arrondissement),Lyon 7ème,,
Chemin de la Godille	Vaulx-en-Velin	Privé Promenade Lénine	Vaulx-en-Velin	Commune,Vaulx en Velin,,
43b Rue Etienne Richerand (Lyon 3ème Arrondissement),Lyon 3ème,,
"Du 16 Rue du 8 Mai 1945, au 104 Place du 8 Mai 1945 (Saint-Priest)",Saint Priest,,
- Rue Rue Florian (Villeurbanne) : De Avenue Antoine de Saint-Exupéry à Allée du Levant - Avenue Antoine de Saint-Exupéry (Villeurbanne) : De Rue Florian ç Rue Jean Jaurès,Villeurbanne,,
Tracé T6N du carrefour Zola/Verlaine Bourgey au Croisement Perroncel/Billon Villeurbanne,Villeurbanne,,
Traversée futur Parc - Usine ACI Villeurbanne : Entre Rue Alexis Perroncel et Avenue Roger Salengro (Villeurbanne),Villeurbanne,,
Du croisement rue de la DOUA/ Salengro à la rue Jean Capelle en passant par la future ZAC Spréafico 69100 Villeurbanne,Villeurbanne,,
